Affect1,Affect2,Affect3,subject,pronoun,approach,valence_raw,valence_category,spotify_seed,spotify_prompt,weather,feeling
Surprise,Curiosity,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with steady interest and finished by protective heat. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the interest, and let the heat help you name what is okay and what is not as you relate to {subject}.",0.0999999999999999,Mixed / Neutral,"seed_genres=glitch,idm&target_valence=0.55&target_energy=0.76","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel curious, exploratory energy, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.55&target_energy=0.76. Return the single best matching track.","Atmospheric conditions around {subject} show a broken line of gusts interacting with restless tilting currents, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.",Reset | Exploring | Firm
Surprise,Curiosity,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with steady interest and finished by an inner no. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the interest, and use the the inner no to sort what belongs close and what needs more distance.",0.0999999999999999,Mixed / Neutral,"seed_genres=glitch,idm&target_valence=0.55&target_energy=0.76","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel curious, exploratory energy, and coloring harsh, rejecting tone. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.55&target_energy=0.76. Return the single best matching track.","Atmospheric conditions around {subject} show a sudden shifting band interacting with light curious drift, producing variable patterns. A a sharp edge in the higher air is expected to persist through the period, shaping the overall outlook for this area.",Reset | Exploring | Decisive
Surprise,Curiosity,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with steady interest and finished by a small collapse inside. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the interest, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",0.0999999999999999,Mixed / Neutral,"seed_genres=glitch,idm&target_valence=0.55&target_energy=0.76","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel curious, exploratory energy, and coloring fragile, sinking tone. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.55&target_energy=0.76. Return the single best matching track.","Atmospheric conditions around {subject} show a sudden shifting band interacting with patchy exploratory flow, producing variable patterns. A a low dim undertone in the field is expected to persist through the period, shaping the overall outlook for this area.",Reset | Exploring | Quiet
Surprise,Curiosity,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with steady interest and finished by tight caution. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the interest, and honor the caution by moving in small steps and checking what feels safe as you go.",0.0999999999999999,Mixed / Neutral,"seed_genres=glitch,idm&target_valence=0.55&target_energy=0.76","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel curious, exploratory energy, and coloring tense, cautious mood. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.55&target_energy=0.76. Return the single best matching track.","Atmospheric conditions around {subject} show an abrupt change front interacting with light curious drift, producing variable patterns. A a cooling shadow line overhead is expected to persist through the period, shaping the overall outlook for this area.",Reset | Exploring | Cautious
Surprise,Curiosity,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with steady interest and finished by warm lift. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the interest, and let the warmth soften the edges so you can stay present without forcing anything.",0.5,Strongly Positive,"seed_genres=glitch,idm&target_valence=0.75&target_energy=0.80","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel curious, exploratory energy, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.75&target_energy=0.80. Return the single best matching track.","Atmospheric conditions around {subject} show a sudden shifting band interacting with restless tilting currents, producing variable patterns. A a soft warming undercurrent is expected to persist through the period, shaping the overall outlook for this area.",Reset | Exploring | Open
Surprise,Curiosity,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with steady interest and finished by a need for space. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the interest, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",0.26,Gently Positive,"seed_genres=glitch,idm&target_valence=0.63&target_energy=0.78","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel curious, exploratory energy, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.63&target_energy=0.78. Return the single best matching track.","Atmospheric conditions around {subject} show a broken line of gusts interacting with restless tilting currents, producing variable patterns. A a broad quiet layer at the margins is expected to persist through the period, shaping the overall outlook for this area.",Reset | Exploring | Objective
Surprise,Curiosity,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with steady interest and finished by soft heaviness. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the interest, and treat the heaviness as a signal to slow down and stay close to what really matters here.",0.0999999999999999,Mixed / Neutral,"seed_genres=glitch,idm&target_valence=0.55&target_energy=0.76","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel curious, exploratory energy, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.55&target_energy=0.76. Return the single best matching track.","Atmospheric conditions around {subject} show a broken line of gusts interacting with light curious drift, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.",Reset | Exploring | Tender
Surprise,Disgust,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with an inner no and finished by protective heat. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the the inner no, and let the heat help you name what is okay and what is not as you relate to {subject}.",-0.5,Strongly Negative,"seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel harsh, rejecting tone, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show an abrupt change front interacting with irregular abrasive currents, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.",Reset | Rejecting | Firm
Surprise,Disgust,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with an inner no and finished by steady interest. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the the inner no, and let the interest gently invite you to stay curious without rushing your next move.",-0.0999999999999999,Mixed / Neutral,"seed_genres=glitch,idm&target_valence=0.45&target_energy=0.74","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel harsh, rejecting tone, and coloring curious, exploratory energy. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.45&target_energy=0.74. Return the single best matching track.","Atmospheric conditions around {subject} show an abrupt change front interacting with irregular abrasive currents, producing variable patterns. A a light exploratory shimmer aloft is expected to persist through the period, shaping the overall outlook for this area.",Reset | Rejecting | Flexible
Surprise,Disgust,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with an inner no and finished by a small collapse inside. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the the inner no, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",-0.5,Strongly Negative,"seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel harsh, rejecting tone, and coloring fragile, sinking tone. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show an abrupt change front interacting with a coarse turning gust, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.",Reset | Rejecting | Quiet
Surprise,Disgust,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with an inner no and finished by tight caution. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the the inner no, and honor the caution by moving in small steps and checking what feels safe as you go.",-0.5,Strongly Negative,"seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel harsh, rejecting tone, and coloring tense, cautious mood. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show a broken line of gusts interacting with a coarse turning gust, producing variable patterns. A a narrow watchful band at higher levels is expected to persist through the period, shaping the overall outlook for this area.",Reset | Rejecting | Cautious
Surprise,Disgust,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with an inner no and finished by warm lift. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the the inner no, and let the warmth soften the edges so you can stay present without forcing anything.",-0.0999999999999999,Mixed / Neutral,"seed_genres=glitch,idm&target_valence=0.45&target_energy=0.74","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel harsh, rejecting tone, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.45&target_energy=0.74. Return the single best matching track.","Atmospheric conditions around {subject} show a broken line of gusts interacting with irregular abrasive currents, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.",Reset | Rejecting | Open
Surprise,Disgust,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with an inner no and finished by a need for space. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the the inner no, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",-0.3400000000000000,Gently Negative,"seed_genres=glitch,idm&target_valence=0.33&target_energy=0.72","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel harsh, rejecting tone, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.33&target_energy=0.72. Return the single best matching track.","Atmospheric conditions around {subject} show an abrupt change front interacting with a coarse turning gust, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.",Reset | Rejecting | Objective
Surprise,Disgust,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with an inner no and finished by soft heaviness. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the the inner no, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-0.5,Strongly Negative,"seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel harsh, rejecting tone, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show a sudden shifting band interacting with irregular abrasive currents, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.",Reset | Rejecting | Tender
Surprise,Dropping,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with a small collapse inside and finished by protective heat. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the the collapse, and let the heat help you name what is okay and what is not as you relate to {subject}.",-0.5,Strongly Negative,"seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel fragile, sinking tone, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show a broken line of gusts interacting with a fading underside layer, producing variable patterns. A a thin aggressive echo aloft is expected to persist through the period, shaping the overall outlook for this area.",Reset | Yielding | Firm
Surprise,Dropping,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with a small collapse inside and finished by steady interest. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the the collapse, and let the interest gently invite you to stay curious without rushing your next move.",-0.0999999999999999,Mixed / Neutral,"seed_genres=glitch,idm&target_valence=0.45&target_energy=0.74","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel fragile, sinking tone, and coloring curious, exploratory energy. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.45&target_energy=0.74. Return the single best matching track.","Atmospheric conditions around {subject} show an abrupt change front interacting with low drifting haze, producing variable patterns. A a light exploratory shimmer aloft is expected to persist through the period, shaping the overall outlook for this area.",Reset | Yielding | Flexible
Surprise,Dropping,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with a small collapse inside and finished by an inner no. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the the collapse, and use the the inner no to sort what belongs close and what needs more distance.",-0.5,Strongly Negative,"seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel fragile, sinking tone, and coloring harsh, rejecting tone. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show an abrupt change front interacting with sinking trailing clouds, producing variable patterns. A a thin acidic drift at altitude is expected to persist through the period, shaping the overall outlook for this area.",Reset | Yielding | Decisive
Surprise,Dropping,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with a small collapse inside and finished by tight caution. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the the collapse, and honor the caution by moving in small steps and checking what feels safe as you go.",-0.5,Strongly Negative,"seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel fragile, sinking tone, and coloring tense, cautious mood. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show a broken line of gusts interacting with low drifting haze, producing variable patterns. A a narrow watchful band at higher levels is expected to persist through the period, shaping the overall outlook for this area.",Reset | Yielding | Cautious
Surprise,Dropping,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with a small collapse inside and finished by warm lift. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the the collapse, and let the warmth soften the edges so you can stay present without forcing anything.",-0.0999999999999999,Mixed / Neutral,"seed_genres=glitch,idm&target_valence=0.45&target_energy=0.74","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel fragile, sinking tone, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.45&target_energy=0.74. Return the single best matching track.","Atmospheric conditions around {subject} show a broken line of gusts interacting with a fading underside layer, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.",Reset | Yielding | Open
Surprise,Dropping,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with a small collapse inside and finished by a need for space. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the the collapse, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",-0.3400000000000000,Gently Negative,"seed_genres=glitch,idm&target_valence=0.33&target_energy=0.72","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel fragile, sinking tone, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.33&target_energy=0.72. Return the single best matching track.","Atmospheric conditions around {subject} show an abrupt change front interacting with low drifting haze, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.",Reset | Yielding | Objective
Surprise,Dropping,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with a small collapse inside and finished by soft heaviness. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the the collapse, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-0.5,Strongly Negative,"seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel fragile, sinking tone, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show a sudden shifting band interacting with a fading underside layer, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.",Reset | Yielding | Tender
Surprise,Fear,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with tight caution and finished by protective heat. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the caution, and let the heat help you name what is okay and what is not as you relate to {subject}.",-0.5,Strongly Negative,"seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel tense, cautious mood, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show an abrupt change front interacting with a cautious, constricting flow, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.",Reset | Protecting | Firm
Surprise,Fear,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with tight caution and finished by steady interest. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the caution, and let the interest gently invite you to stay curious without rushing your next move.",-0.0999999999999999,Mixed / Neutral,"seed_genres=glitch,idm&target_valence=0.45&target_energy=0.74","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel tense, cautious mood, and coloring curious, exploratory energy. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.45&target_energy=0.74. Return the single best matching track.","Atmospheric conditions around {subject} show an abrupt change front interacting with a cautious, constricting flow, producing variable patterns. A a light exploratory shimmer aloft is expected to persist through the period, shaping the overall outlook for this area.",Reset | Protecting | Flexible
Surprise,Fear,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with tight caution and finished by an inner no. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the caution, and use the the inner no to sort what belongs close and what needs more distance.",-0.5,Strongly Negative,"seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel tense, cautious mood, and coloring harsh, rejecting tone. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show a sudden shifting band interacting with a cautious, constricting flow, producing variable patterns. A a thin acidic drift at altitude is expected to persist through the period, shaping the overall outlook for this area.",Reset | Protecting | Decisive
Surprise,Fear,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with tight caution and finished by a small collapse inside. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the caution, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",-0.5,Strongly Negative,"seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel tense, cautious mood, and coloring fragile, sinking tone. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show a broken line of gusts interacting with tightening cool layers, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.",Reset | Protecting | Quiet
Surprise,Fear,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with tight caution and finished by warm lift. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the caution, and let the warmth soften the edges so you can stay present without forcing anything.",-0.0999999999999999,Mixed / Neutral,"seed_genres=glitch,idm&target_valence=0.45&target_energy=0.74","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel tense, cautious mood, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.45&target_energy=0.74. Return the single best matching track.","Atmospheric conditions around {subject} show a sudden shifting band interacting with tightening cool layers, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.",Reset | Protecting | Open
Surprise,Fear,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with tight caution and finished by a need for space. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the caution, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",-0.3400000000000000,Gently Negative,"seed_genres=glitch,idm&target_valence=0.33&target_energy=0.72","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel tense, cautious mood, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.33&target_energy=0.72. Return the single best matching track.","Atmospheric conditions around {subject} show a sudden shifting band interacting with a narrow cautious band, producing variable patterns. A a broad quiet layer at the margins is expected to persist through the period, shaping the overall outlook for this area.",Reset | Protecting | Objective
Surprise,Fear,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with tight caution and finished by soft heaviness. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the caution, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-0.5,Strongly Negative,"seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel tense, cautious mood, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.25&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show an abrupt change front interacting with tightening cool layers, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.",Reset | Protecting | Tender
Surprise,Joy,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with warm lift and finished by protective heat. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the warmth, and let the heat help you name what is okay and what is not as you relate to {subject}.",0.0999999999999999,Mixed / Neutral,"seed_genres=glitch,idm&target_valence=0.55&target_energy=0.76","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel warm, uplifting tone, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.55&target_energy=0.76. Return the single best matching track.","Atmospheric conditions around {subject} show an abrupt change front interacting with a mild brightening trend, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.",Reset | Bonding | Firm
Surprise,Joy,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with warm lift and finished by steady interest. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the warmth, and let the interest gently invite you to stay curious without rushing your next move.",0.5,Strongly Positive,"seed_genres=glitch,idm&target_valence=0.75&target_energy=0.80","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel warm, uplifting tone, and coloring curious, exploratory energy. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.75&target_energy=0.80. Return the single best matching track.","Atmospheric conditions around {subject} show a sudden shifting band interacting with gentle lifting pockets, producing variable patterns. A a light exploratory shimmer aloft is expected to persist through the period, shaping the overall outlook for this area.",Reset | Bonding | Flexible
Surprise,Joy,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a sharp jolt that snap your attention awake, layered with warm lift and finished by an inner no. It may land as a reset moment where you suddenly notice more than you expected.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the jolt and the warmth, and use the the inner no to sort what belongs close and what needs more distance.",0.0999999999999999,Mixed / Neutral,"seed_genres=glitch,idm&target_valence=0.55&target_energy=0.76","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel sudden, shifting feel, secondary feel warm, uplifting tone, and coloring harsh, rejecting tone. Use these parameters when possible: seed_genres=glitch,idm&target_valence=0.55&target_energy=0.76. Return the single best matching track.","Atmospheric conditions around {subject} show an abrupt change front interacting with a mild brightening trend, producing variable patterns. A a sharp edge in the higher air is expected to persist through the period, shaping the overall outlook for this area.",Reset | Bonding | Decisive
