Affect1,Affect2,Affect3,subject,pronoun,approach,valence_raw,valence_category,spotify_seed,spotify_prompt,weather,feeling,Feeling 2
Withdrawing,Dropping,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with a small collapse inside and colored by soft heaviness. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the the collapse, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-0.6000000000000000,Strongly Negative,"seed_genres=ambient,lo-fi&target_valence=0.20&target_energy=0.19","Using the Spotify Search API, find one track that evokes the feeling of ""Tender Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a thinning distant layer interacting with low drifting haze, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.",Distance | Yielding | Tender,The Exposed Frayed Gap
Withdrawing,Dropping,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with a small collapse inside and colored by a sharp jolt. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the the collapse, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",-0.4,Gently Negative,"seed_genres=ambient,lo-fi&target_valence=0.30&target_energy=0.21","Using the Spotify Search API, find one track that evokes the feeling of ""New Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a quiet retreating band interacting with low drifting haze, producing variable patterns. A a brief flicker in the upper air is expected to persist through the period, shaping the overall outlook for this area.",Distance | Yielding | New,The Jarring Abrupt Space
Withdrawing,Fear,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with tight caution and colored by protective heat. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the caution, and let the heat help you name what is okay and what is not as you relate to {subject}.",-0.6000000000000000,Strongly Negative,"seed_genres=ambient,lo-fi&target_valence=0.20&target_energy=0.19","Using the Spotify Search API, find one track that evokes the feeling of ""Firm Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a thinning distant layer interacting with a cautious, constricting flow, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.",Distance | Protecting | Firm,The Tense Rigid Drift
Withdrawing,Fear,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with tight caution and colored by steady interest. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the caution, and let the interest gently invite you to stay curious without rushing your next move.",-0.2,Gently Negative,"seed_genres=ambient,lo-fi&target_valence=0.40&target_energy=0.23","Using the Spotify Search API, find one track that evokes the feeling of ""Flexible Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a wide still airfield interacting with a cautious, constricting flow, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.",Distance | Protecting | Flexible,The Slippery Shifting Remove
Withdrawing,Fear,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with tight caution and colored by an inner no. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the caution, and use the the inner no to sort what belongs close and what needs more distance.",-0.6000000000000000,Strongly Negative,"seed_genres=ambient,lo-fi&target_valence=0.20&target_energy=0.19","Using the Spotify Search API, find one track that evokes the feeling of ""Decisive Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a thinning distant layer interacting with a cautious, constricting flow, producing variable patterns. A a sharp edge in the higher air is expected to persist through the period, shaping the overall outlook for this area.",Distance | Protecting | Decisive,The Severe Cutting Distance
Withdrawing,Fear,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with tight caution and colored by a small collapse inside. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the caution, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",-0.6000000000000000,Strongly Negative,"seed_genres=ambient,lo-fi&target_valence=0.20&target_energy=0.19","Using the Spotify Search API, find one track that evokes the feeling of ""Quiet Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a thinning distant layer interacting with a narrow cautious band, producing variable patterns. A a low dim undertone in the field is expected to persist through the period, shaping the overall outlook for this area.",Distance | Protecting | Quiet,The Muted Dim Horizon
Withdrawing,Fear,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with tight caution and colored by warm lift. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the caution, and let the warmth soften the edges so you can stay present without forcing anything.",-0.2,Gently Negative,"seed_genres=ambient,lo-fi&target_valence=0.40&target_energy=0.23","Using the Spotify Search API, find one track that evokes the feeling of ""Open Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a quiet retreating band interacting with tightening cool layers, producing variable patterns. A a soft warming undercurrent is expected to persist through the period, shaping the overall outlook for this area.",Distance | Protecting | Open,The Raw Unprotected Gap
Withdrawing,Fear,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with tight caution and colored by soft heaviness. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the caution, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-0.6000000000000000,Strongly Negative,"seed_genres=ambient,lo-fi&target_valence=0.20&target_energy=0.19","Using the Spotify Search API, find one track that evokes the feeling of ""Tender Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a wide still airfield interacting with a narrow cautious band, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.",Distance | Protecting | Tender,The Sore Bruised Space
Withdrawing,Fear,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with tight caution and colored by a sharp jolt. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the caution, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",-0.4,Gently Negative,"seed_genres=ambient,lo-fi&target_valence=0.30&target_energy=0.21","Using the Spotify Search API, find one track that evokes the feeling of ""New Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a quiet retreating band interacting with a narrow cautious band, producing variable patterns. A a brief flicker in the upper air is expected to persist through the period, shaping the overall outlook for this area.",Distance | Protecting | New,The Sudden Startling Drift
Withdrawing,Joy,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with warm lift and colored by protective heat. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the warmth, and let the heat help you name what is okay and what is not as you relate to {subject}.",-2.77555756156289E-17,Mixed / Neutral,"seed_genres=ambient,lo-fi&target_valence=0.50&target_energy=0.25","Using the Spotify Search API, find one track that evokes the feeling of ""Firm Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a wide still airfield interacting with gentle lifting pockets, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.",Distance | Bonding | Firm,The Steady Rooted Remove
Withdrawing,Joy,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with warm lift and colored by steady interest. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the warmth, and let the interest gently invite you to stay curious without rushing your next move.",0.4,Gently Positive,"seed_genres=ambient,lo-fi&target_valence=0.70&target_energy=0.29","Using the Spotify Search API, find one track that evokes the feeling of ""Flexible Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a quiet retreating band interacting with a mild brightening trend, producing variable patterns. A a light exploratory shimmer aloft is expected to persist through the period, shaping the overall outlook for this area.",Distance | Bonding | Flexible,The Leaning Supple Distance
Withdrawing,Joy,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with warm lift and colored by an inner no. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the warmth, and use the the inner no to sort what belongs close and what needs more distance.",-2.77555756156289E-17,Mixed / Neutral,"seed_genres=ambient,lo-fi&target_valence=0.50&target_energy=0.25","Using the Spotify Search API, find one track that evokes the feeling of ""Decisive Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a wide still airfield interacting with gentle lifting pockets, producing variable patterns. A a sharp edge in the higher air is expected to persist through the period, shaping the overall outlook for this area.",Distance | Bonding | Decisive,The Exact Certain Horizon
Withdrawing,Joy,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with warm lift and colored by a small collapse inside. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the warmth, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",-2.77555756156289E-17,Mixed / Neutral,"seed_genres=ambient,lo-fi&target_valence=0.50&target_energy=0.25","Using the Spotify Search API, find one track that evokes the feeling of ""Quiet Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a thinning distant layer interacting with a mild brightening trend, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.",Distance | Bonding | Quiet,The Hushed Muted Gap
Withdrawing,Joy,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with warm lift and colored by tight caution. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the warmth, and honor the caution by moving in small steps and checking what feels safe as you go.",-2.77555756156289E-17,Mixed / Neutral,"seed_genres=ambient,lo-fi&target_valence=0.50&target_energy=0.25","Using the Spotify Search API, find one track that evokes the feeling of ""Cautious Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a quiet retreating band interacting with soft warming air, producing variable patterns. A a narrow watchful band at higher levels is expected to persist through the period, shaping the overall outlook for this area.",Distance | Bonding | Cautious,The Careful Guarded Space
Withdrawing,Joy,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with warm lift and colored by soft heaviness. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the warmth, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-2.77555756156289E-17,Mixed / Neutral,"seed_genres=ambient,lo-fi&target_valence=0.50&target_energy=0.25","Using the Spotify Search API, find one track that evokes the feeling of ""Tender Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a wide still airfield interacting with a mild brightening trend, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.",Distance | Bonding | Tender,The Quiet Light Drift
Withdrawing,Joy,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with warm lift and colored by a sharp jolt. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the warmth, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",0.2000000000000000,Gently Positive,"seed_genres=ambient,lo-fi&target_valence=0.60&target_energy=0.27","Using the Spotify Search API, find one track that evokes the feeling of ""New Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a thinning distant layer interacting with gentle lifting pockets, producing variable patterns. A a patchy scattering pattern aloft is expected to persist through the period, shaping the overall outlook for this area.",Distance | Bonding | New,The Surprising Lively Remove
Withdrawing,Sadness,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with soft heaviness and colored by protective heat. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the heaviness, and let the heat help you name what is okay and what is not as you relate to {subject}.",-0.6000000000000000,Strongly Negative,"seed_genres=ambient,lo-fi&target_valence=0.20&target_energy=0.19","Using the Spotify Search API, find one track that evokes the feeling of ""Firm Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a quiet retreating band interacting with muted rain bands, producing variable patterns. A a thin aggressive echo aloft is expected to persist through the period, shaping the overall outlook for this area.",Distance | Grieving | Firm,The Fixed Severe Distance
Withdrawing,Sadness,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with soft heaviness and colored by steady interest. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the heaviness, and let the interest gently invite you to stay curious without rushing your next move.",-0.2,Gently Negative,"seed_genres=ambient,lo-fi&target_valence=0.40&target_energy=0.23","Using the Spotify Search API, find one track that evokes the feeling of ""Flexible Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a quiet retreating band interacting with a damp, heavy drift, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.",Distance | Grieving | Flexible,The Wavering Unsteady Horizon
Withdrawing,Sadness,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with soft heaviness and colored by an inner no. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the heaviness, and use the the inner no to sort what belongs close and what needs more distance.",-0.6000000000000000,Strongly Negative,"seed_genres=ambient,lo-fi&target_valence=0.20&target_energy=0.19","Using the Spotify Search API, find one track that evokes the feeling of ""Decisive Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a wide still airfield interacting with a damp, heavy drift, producing variable patterns. A a thin acidic drift at altitude is expected to persist through the period, shaping the overall outlook for this area.",Distance | Grieving | Decisive,The Relentless Harsh Gap
Withdrawing,Sadness,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with soft heaviness and colored by a small collapse inside. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the heaviness, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",-0.6000000000000000,Strongly Negative,"seed_genres=ambient,lo-fi&target_valence=0.20&target_energy=0.19","Using the Spotify Search API, find one track that evokes the feeling of ""Quiet Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a wide still airfield interacting with slow trailing showers, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.",Distance | Grieving | Quiet,The Hushed Sinking Space
Withdrawing,Sadness,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with soft heaviness and colored by tight caution. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the heaviness, and honor the caution by moving in small steps and checking what feels safe as you go.",-0.6000000000000000,Strongly Negative,"seed_genres=ambient,lo-fi&target_valence=0.20&target_energy=0.19","Using the Spotify Search API, find one track that evokes the feeling of ""Cautious Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a wide still airfield interacting with slow trailing showers, producing variable patterns. A a cooling shadow line overhead is expected to persist through the period, shaping the overall outlook for this area.",Distance | Grieving | Cautious,The Watchful Wary Drift
Withdrawing,Sadness,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with soft heaviness and colored by warm lift. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the heaviness, and let the warmth soften the edges so you can stay present without forcing anything.",-0.2,Gently Negative,"seed_genres=ambient,lo-fi&target_valence=0.40&target_energy=0.23","Using the Spotify Search API, find one track that evokes the feeling of ""Open Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a wide still airfield interacting with muted rain bands, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.",Distance | Grieving | Open,The Thin Vulnerable Remove
Withdrawing,Sadness,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with soft heaviness and colored by a sharp jolt. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the heaviness, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",-0.4,Gently Negative,"seed_genres=ambient,lo-fi&target_valence=0.30&target_energy=0.21","Using the Spotify Search API, find one track that evokes the feeling of ""New Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a thinning distant layer interacting with muted rain bands, producing variable patterns. A a patchy scattering pattern aloft is expected to persist through the period, shaping the overall outlook for this area.",Distance | Grieving | New,The Jarring Abrupt Distance
Withdrawing,Surprise,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with a sharp jolt and colored by protective heat. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the the jolt, and let the heat help you name what is okay and what is not as you relate to {subject}.",-0.3,Gently Negative,"seed_genres=ambient,lo-fi&target_valence=0.35&target_energy=0.22","Using the Spotify Search API, find one track that evokes the feeling of ""Firm Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a quiet retreating band interacting with brief unexpected shifts, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.",Distance | Clearing | Firm,The Tense Rigid Horizon
Withdrawing,Surprise,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with a sharp jolt and colored by steady interest. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the the jolt, and let the interest gently invite you to stay curious without rushing your next move.",0.1,Mixed / Neutral,"seed_genres=ambient,lo-fi&target_valence=0.55&target_energy=0.26","Using the Spotify Search API, find one track that evokes the feeling of ""Flexible Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a wide still airfield interacting with scattered short bursts, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.",Distance | Clearing | Flexible,The Curving Gentle Gap
Withdrawing,Surprise,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with a sharp jolt and colored by an inner no. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the the jolt, and use the the inner no to sort what belongs close and what needs more distance.",-0.3,Gently Negative,"seed_genres=ambient,lo-fi&target_valence=0.35&target_energy=0.22","Using the Spotify Search API, find one track that evokes the feeling of ""Decisive Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a thinning distant layer interacting with broken, shifting patches, producing variable patterns. A a thin acidic drift at altitude is expected to persist through the period, shaping the overall outlook for this area.",Distance | Clearing | Decisive,The Severe Cutting Space
Withdrawing,Surprise,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with a sharp jolt and colored by a small collapse inside. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the the jolt, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",-0.3,Gently Negative,"seed_genres=ambient,lo-fi&target_valence=0.35&target_energy=0.22","Using the Spotify Search API, find one track that evokes the feeling of ""Quiet Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a thinning distant layer interacting with scattered short bursts, producing variable patterns. A a low dim undertone in the field is expected to persist through the period, shaping the overall outlook for this area.",Distance | Clearing | Quiet,The Muted Dim Drift
Withdrawing,Surprise,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with a sharp jolt and colored by tight caution. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the the jolt, and honor the caution by moving in small steps and checking what feels safe as you go.",-0.3,Gently Negative,"seed_genres=ambient,lo-fi&target_valence=0.35&target_energy=0.22","Using the Spotify Search API, find one track that evokes the feeling of ""Cautious Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a quiet retreating band interacting with scattered short bursts, producing variable patterns. A a narrow watchful band at higher levels is expected to persist through the period, shaping the overall outlook for this area.",Distance | Clearing | Cautious,The Edgy Nervous Remove
Withdrawing,Surprise,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with a sharp jolt and colored by warm lift. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the the jolt, and let the warmth soften the edges so you can stay present without forcing anything.",0.1,Mixed / Neutral,"seed_genres=ambient,lo-fi&target_valence=0.55&target_energy=0.26","Using the Spotify Search API, find one track that evokes the feeling of ""Open Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a quiet retreating band interacting with brief unexpected shifts, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.",Distance | Clearing | Open,The Open Plain Distance
Withdrawing,Surprise,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a need for space, mixed with a sharp jolt and colored by soft heaviness. It can feel like you need a little distance first, so you can see it clearly without losing contact.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the need for space and the the jolt, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-0.3,Gently Negative,"seed_genres=ambient,lo-fi&target_valence=0.35&target_energy=0.22","Using the Spotify Search API, find one track that evokes the feeling of ""Tender Distance"". Return the single best matching track.","Atmospheric conditions around {subject} show a quiet retreating band interacting with scattered short bursts, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.",Distance | Clearing | Tender,The Exposed Frayed Horizon
Sadness,Anger,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of soft heaviness that pull you inward, entangled with protective heat and touched by steady interest. It may register as a quiet ache that still wants to understand what this means to you.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heaviness and the heat, and let the interest gently invite you to stay curious without rushing your next move.",-0.6000000000000000,Strongly Negative,"seed_genres=sad-indie,ambient&target_valence=0.20&target_energy=0.24","Using the Spotify Search API, find one track that evokes the feeling of ""Flexible Depth"". Return the single best matching track.","Atmospheric conditions around {subject} show a low gray ceiling interacting with a sharp heated edge, producing variable patterns. A a light exploratory shimmer aloft is expected to persist through the period, shaping the overall outlook for this area.",Depth | Defending | Flexible,The Tense Uneasy Depth
Sadness,Anger,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of soft heaviness that pull you inward, entangled with protective heat and touched by an inner no. It may register as a quiet ache that still wants to understand what this means to you.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heaviness and the heat, and use the the inner no to sort what belongs close and what needs more distance.",-1.0,Strongly Negative,"seed_genres=sad-indie,ambient&target_valence=0.00&target_energy=0.20","Using the Spotify Search API, find one track that evokes the feeling of ""Decisive Depth"". Return the single best matching track.","Atmospheric conditions around {subject} show a lingering overcast layer interacting with a pressing hot strip, producing variable patterns. A a sharp edge in the higher air is expected to persist through the period, shaping the overall outlook for this area.",Depth | Defending | Decisive,The Sharp Final Well
Sadness,Anger,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of soft heaviness that pull you inward, entangled with protective heat and touched by a small collapse inside. It may register as a quiet ache that still wants to understand what this means to you.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heaviness and the heat, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",-1.0,Strongly Negative,"seed_genres=sad-indie,ambient&target_valence=0.00&target_energy=0.20","Using the Spotify Search API, find one track that evokes the feeling of ""Quiet Depth"". Return the single best matching track.","Atmospheric conditions around {subject} show a lingering overcast layer interacting with a sharp heated edge, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.",Depth | Defending | Quiet,The Low Smothered Ocean
Sadness,Anger,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of soft heaviness that pull you inward, entangled with protective heat and touched by tight caution. It may register as a quiet ache that still wants to understand what this means to you.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heaviness and the heat, and honor the caution by moving in small steps and checking what feels safe as you go.",-1.0,Strongly Negative,"seed_genres=sad-indie,ambient&target_valence=0.00&target_energy=0.20","Using the Spotify Search API, find one track that evokes the feeling of ""Cautious Depth"". Return the single best matching track.","Atmospheric conditions around {subject} show a slow drifting rain field interacting with a sharp heated edge, producing variable patterns. A a cooling shadow line overhead is expected to persist through the period, shaping the overall outlook for this area.",Depth | Defending | Cautious,The Guarded Tight Abyss
Sadness,Anger,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of soft heaviness that pull you inward, entangled with protective heat and touched by warm lift. It may register as a quiet ache that still wants to understand what this means to you.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heaviness and the heat, and let the warmth soften the edges so you can stay present without forcing anything.",-0.6000000000000000,Strongly Negative,"seed_genres=sad-indie,ambient&target_valence=0.20&target_energy=0.24","Using the Spotify Search API, find one track that evokes the feeling of ""Open Depth"". Return the single best matching track.","Atmospheric conditions around {subject} show a slow drifting rain field interacting with a tense, loaded boundary, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.",Depth | Defending | Open,The Raw Unprotected Chasm
Sadness,Anger,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of soft heaviness that pull you inward, entangled with protective heat and touched by a need for space. It may register as a quiet ache that still wants to understand what this means to you.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heaviness and the heat, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",-0.8400000000000000,Strongly Negative,"seed_genres=sad-indie,ambient&target_valence=0.08&target_energy=0.22","Using the Spotify Search API, find one track that evokes the feeling of ""Objective Depth"". Return the single best matching track.","Atmospheric conditions around {subject} show a low gray ceiling interacting with a sharp heated edge, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.",Depth | Defending | Objective,The Cool Removed Current
Sadness,Anger,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of soft heaviness that pull you inward, entangled with protective heat and touched by a sharp jolt. It may register as a quiet ache that still wants to understand what this means to you.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heaviness and the heat, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",-0.8,Strongly Negative,"seed_genres=sad-indie,ambient&target_valence=0.10&target_energy=0.22","Using the Spotify Search API, find one track that evokes the feeling of ""New Depth"". Return the single best matching track.","Atmospheric conditions around {subject} show a low gray ceiling interacting with a tense, loaded boundary, producing variable patterns. A a patchy scattering pattern aloft is expected to persist through the period, shaping the overall outlook for this area.",Depth | Defending | New,The Sudden Startling Depth
Sadness,Curiosity,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of soft heaviness that pull you inward, entangled with steady interest and touched by protective heat. It may register as a quiet ache that still wants to understand what this means to you.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heaviness and the interest, and let the heat help you name what is okay and what is not as you relate to {subject}.",-0.4,Gently Negative,"seed_genres=sad-indie,ambient&target_valence=0.30&target_energy=0.26","Using the Spotify Search API, find one track that evokes the feeling of ""Firm Depth"". Return the single best matching track.","Atmospheric conditions around {subject} show a lingering overcast layer interacting with restless tilting currents, producing variable patterns. A a thin aggressive echo aloft is expected to persist through the period, shaping the overall outlook for this area.",Depth | Exploring | Firm,The Hard Unyielding Well
